Similar_Facility_Unit_ID,Facility_Unit.ID,State,Facility_Name,Facility_ID,Unit_ID,Associated_Stacks,Year,Program_Code,Primary_Rep_Info,EPA_Region,NERC_Region,County,County_Code,FIPS_Code,Source_Category,Latitude,Longitude,Owner_Operator,SO2_Phase,NOx_Phase,Unit_Type,Primary_Fuel_Type,Secondary_Fuel_Type,SO2_Controls,NOx_Controls,PM_Controls,Hg_Controls,Commercial_Operation_Date,Operating_Status,Max_Hourly_HI_Rate,Associated_Generators_Capacity,Estimated_NameplateCapacity_MW,min_gen_MW,mean_gen_MW,max_gen_MW,avg_operating_time,non_zero_count,unique_day_hours,start_date,end_date,non_zero_count_CO2,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Total_Expected_Points,Time_Slots_Above_3,Reliability_Score_3,Reliability_Label,date_range,CF,mean_CO2_tons_MW_estimate,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW,Operation_Year,Age_of_Facility
,55103_CT1,OR,Klamath Cogeneration Project,55103,CT1,,2013,ARP,602487,10,,Klamath County,OR035,35,Cogeneration,42.174,-121.8112,"Klamath Energy, LLC (Owner)|Pacific Klamath Energy (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-05-18,Operating,2000,"ST1 (178.5), CT1 (161.5)",340,0,219.094212496401,283,0.990926576446876,69431,8200,2013-01-02,2023-12-31,69460,0.431612696346053,0.101780791907944,0.00436047231080718,1592.17221449755,8256,8027,97.2262596899225,High,4015,,,,,,2001,23
,55103_CT2,OR,Klamath Cogeneration Project,55103,CT2,,2013,ARP,602487,10,,Klamath County,OR035,35,Cogeneration,42.174,-121.8112,"Klamath Energy, LLC (Owner)|Pacific Klamath Energy (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-05-18,Operating,2000,"ST1 (178.5), CT2 (161.5)",340,0,219.305497168214,285,0.990411338821743,68477,8369,2013-01-01,2023-12-31,68508,0.434033884975161,0.0965350842085835,0.00438477451782563,1602.59286465814,8448,7948,94.0814393939394,High,4016,,,,,,2001,23
,55104_SAB-1,TX,Sabine Cogeneration Facility,55104,SAB-1,,2020,ARP,"608932 (Ended May 05, 2020), 500625 (Started May 05, 2020)(Ended May 05, 2020), 605877 (Started May 05, 2020)",6,,Orange County,TX361,361,Cogeneration,30.0444,-93.7716,"Sabine Cogeneration, LP (Owner)|Sabine Cogeneration, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,1999-11-30,Operating (Retired 03/09/2020),859,"CTG1 (37.2), STG (27)",64.2,0,37.7565310021812,49,0.998422921492704,59110,8784,2013-01-01,2020-03-06,59141,0.722177473030181,0.224934773544879,0.00729260367073466,458.820123552189,8784,8760,99.7267759562842,High,2621,,,,,,1999,25
,55104_SAB-2,TX,Sabine Cogeneration Facility,55104,SAB-2,,2020,ARP,"608932 (Ended May 05, 2020), 500625 (Started May 05, 2020)(Ended May 05, 2020), 605877 (Started May 05, 2020)",6,,Orange County,TX361,361,Cogeneration,30.0444,-93.7716,"Sabine Cogeneration, LP (Owner)|Sabine Cogeneration, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2000-01-06,Operating (Retired 03/09/2020),859,"STG (27), CTG2 (37.2)",64.2,0,37.4716182113596,49,0.998355688457151,57852,8784,2013-01-01,2020-03-08,57854,0.736646599470543,0.217292731203667,0.00743864129198854,464.479719967504,8784,8760,99.7267759562842,High,2623,,,,,,2000,24
,55107_RISEP1,RI,Rhode Island State Energy Center,55107,RISEP1,,2013,"ARP, RGGI, SIPNOX",606671,1,,Providence County,RI007,7,Electric Utility,41.8017,-71.5186,"Entergy Rhode Island State Energy, LP (Owner)|NextEra Energy Operating Services, LLC (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2002-07-29,Operating,2294.6,"STG1 (204), CTG1 (196)",400,0,249.128245892952,363,0.97364085538826,64037,8779,2013-01-03,2023-12-31,64158,0.401642014518659,0.046178637563448,0.00405522201861036,1683.70683682471,8784,8494,96.6985428051002,High,4014,,,,,,2002,22
,55107_RISEP2,RI,Rhode Island State Energy Center,55107,RISEP2,,2013,"ARP, RGGI, SIPNOX",606671,1,,Providence County,RI007,7,Electric Utility,41.8017,-71.5186,"Entergy Rhode Island State Energy, LP (Owner)|NextEra Energy Operating Services, LLC (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2002-08-03,Operating,2294.6,"CTG2 (196), STG1 (204)",400,0,246.061085086716,318,0.976575694433565,63707,8779,2013-01-03,2023-12-31,63829,0.404243446495324,0.0454323517893002,0.0040814899789142,1673.74997519936,8784,8477,96.5050091074681,High,4014,,,,,,2002,22
,55109_T1,IL,"Rocky Road Power, LLC",55109,T1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606332 (Ended May 23, 2013), 605624 (Started May 23, 2013)",5,,Kane County,IL089,89,Electric Utility,42.0931,-88.2397,"Rocky Road Power, LLC (Owner)|Rocky Road Power, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,1999-06-18,Operating,1439,TG1 (121),121,0,83.7843210802701,119,0.869981245311328,2505,1733,2013-05-15,2023-10-16,2666,0.686949030527961,1.05841608728158,0.00690983529496036,964.814814703676,4440,228,5.13513513513514,Low,3806,,,,,,1999,25
,55109_T2,IL,"Rocky Road Power, LLC",55109,T2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606332 (Ended May 23, 2013), 605624 (Started May 23, 2013)",5,,Kane County,IL089,89,Electric Utility,42.0931,-88.2397,"Rocky Road Power, LLC (Owner)|Rocky Road Power, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,1999-06-18,Operating,1439,TG2 (121),121,0,84.0822091062395,115,0.860261382799326,2216,1579,2013-05-10,2023-10-16,2371,0.675542430669414,0.976723570142848,0.00679578626474732,952.266634485666,4464,205,4.59229390681004,Low,3811,,,,,,1999,25
,55109_T3,IL,"Rocky Road Power, LLC",55109,T3,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606332 (Ended May 23, 2013), 605624 (Started May 23, 2013)",5,,Kane County,IL089,89,Electric Utility,42.0931,-88.2397,"Rocky Road Power, LLC (Owner)|Rocky Road Power, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,1999-06-18,Operating,367,TG3 (35),35,0,22.9101847872798,35,0.832230339492909,2115,1531,2013-04-18,2023-05-25,2326,0.619559161164466,1.77234883328331,0.00623311824729892,237.932782552643,4368,211,4.83058608058608,Low,3689,,,,,,1999,25
,55109_T4,IL,"Rocky Road Power, LLC",55109,T4,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606332 (Ended May 23, 2013), 605624 (Started May 23, 2013)",5,,Kane County,IL089,89,Electric Utility,42.0931,-88.2397,"Rocky Road Power, LLC (Owner)|Rocky Road Power, LLC (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-06-01,Operating,1439,T4 (121),121,0,84.6337316176471,122,0.869995404411765,2054,1550,2013-01-30,2023-10-16,2176,0.6789116109099,0.995872439089285,0.00683011788469997,963.383530330882,4080,141,3.45588235294118,Low,3911,,,,,,2000,24
,55110_1,OH,Madison Generating Station,55110,1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-05-29,Operating,1169,CT1 (84.7),84.7,0,52.9548272807794,95,0.882698284886062,12215,5212,2013-01-08,2023-12-04,12417,0.713740620333736,0.386014307089224,0.00720695784662265,636.006108623883,8712,1903,21.8434343434343,Low,3982,,,,,,2000,24
,55110_2,OH,Madison Generating Station,55110,2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-05-29,Operating,1169,CT2 (84.7),84.7,0,53.0156056477582,92,0.877455206011064,11916,4989,2013-01-02,2023-12-22,12110,0.718810658306234,0.443202025629524,0.00725814394647329,641.25953884898,8568,1924,22.4556489262372,Low,4006,,,,,,2000,24
,55110_3,OH,Madison Generating Station,55110,3,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-05-29,Operating,1169,CT3 (84.7),84.7,0,52.5856496444732,94,0.87699014221073,12160,4961,2013-01-14,2023-12-19,12375,0.715833451137062,0.43415577750461,0.00722814843269822,633.427955639948,8520,1959,22.9929577464789,Low,3991,,,,,,2000,24
,55110_4,OH,Madison Generating Station,55110,4,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-05-29,Operating,1169,CT4 (84.7),84.7,0,52.6053100347782,94,0.875589956739333,11615,4970,2013-01-02,2023-12-22,11787,0.715040908533872,0.433741458710922,0.00722001922072226,632.953660446179,8448,1788,21.1647727272727,Low,4006,,,,,,2000,24
,55110_5,OH,Madison Generating Station,55110,5,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-06-15,Operating,1169,CT5 (84.7),84.7,0,52.8866038508808,94,0.877425645227366,12008,5000,2013-01-14,2023-12-28,12204,0.722663069865728,0.430378121122078,0.00729702346002439,643.124287832855,8448,1915,22.6680871212121,Low,4000,,,,,,2000,24
,55110_6,OH,Madison Generating Station,55110,6,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-06-29,Operating,1169,CT6 (84.7),84.7,0,53.421674712835,89,0.878602463792242,11835,4968,2013-01-02,2023-12-22,12007,0.716343906588886,0.431643503976267,0.00723314916610575,643.951904195106,8496,1761,20.7274011299435,Low,4006,,,,,,2000,24
,55110_7,OH,Madison Generating Station,55110,7,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-06-15,Operating,1169,CT7 (84.7),84.7,0,52.4435884691849,96,0.87181577203446,11884,4947,2013-01-13,2023-12-22,12071,0.734174296595003,0.415494785175778,0.0074133587322046,647.90242693837,8712,1835,21.0629017447199,Low,3995,,,,,,2000,24
,55110_8,OH,Madison Generating Station,55110,8,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Butler County,OH017,17,Electric Utility,39.4522,-84.465,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-06-29,Operating,1169,CT8 (84.7),84.7,0,52.1452268920967,89,0.868480740090916,12279,5185,2013-01-02,2023-12-29,12535,0.715096311227822,0.42989508892726,0.00722071915686955,627.47175867294,8592,1964,22.8584729981378,Low,4013,,,,,,2000,24
,55111_1,IN,Vermillion Generating Station,55111,1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-03-16,Operating,1272,CT1 (80),80,0,53.365568369028,97,0.877107084019769,5969,3428,2013-01-13,2023-12-27,6069,0.706524266120045,0.408777682763816,0.0071338441448589,634.440278418451,7464,634,8.4941050375134,Low,4000,,,,,,2000,24
,55111_2,IN,Vermillion Generating Station,55111,2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-03-23,Operating,1272,CT2 (80),80,0,53.8229920716994,96,0.869339882799035,5711,3357,2013-02-19,2023-12-27,5802,0.710521908153234,0.421681123731511,0.00717434618180421,643.501390382627,7104,543,7.64358108108108,Low,3963,,,,,,2000,24
,55111_3,IN,Vermillion Generating Station,55111,3,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-04-11,Operating,1272,CT3 (80),80,0,53.1330128205128,98,0.865667735042735,5505,3233,2013-01-14,2023-12-27,5614,0.714053529717321,0.397157978518407,0.00720997670872501,638.4108497151,7200,567,7.875,Low,3999,,,,,,2000,24
,55111_4,IN,Vermillion Generating Station,55111,4,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-04-14,Operating,1272,CT4 (80),80,0,53.7124892334195,96,0.866523686477175,5714,3344,2013-03-30,2023-12-27,5804,0.723462314104188,0.420058146061109,0.00730487714920735,653.87129543497,7176,576,8.02675585284281,Low,3924,,,,,,2000,24
,55111_5,IN,Vermillion Generating Station,55111,5,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-04-20,Operating,1272,CT5 (80),80,0,52.9154257350134,92,0.865055364642993,5147,3034,2013-01-14,2023-10-20,5236,0.722132394803208,0.404177280451418,0.00729143741589127,642.988177930508,6912,514,7.43634259259259,Low,3931,,,,,,2000,24
,55111_6,IN,Vermillion Generating Station,55111,6,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-04-29,Operating,1272,CT6 (80),80,0,53.7236887808267,90,0.86910038207711,5651,3413,2013-03-16,2023-12-27,5758,0.71763380541215,0.433652542016739,0.00724603916066735,648.74352084057,7200,569,7.90277777777778,Low,3938,,,,,,2000,24
,55111_7,IN,Vermillion Generating Station,55111,7,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-05-08,Operating,1272,CT7 (80),80,0,53.4725192271619,100,0.868686925529919,5250,3136,2013-01-14,2023-12-27,5330,0.722297121327992,0.383571707207555,0.0072930976419165,649.912188144813,6816,544,7.981220657277,Low,3999,,,,,,2000,24
,55111_8,IN,Vermillion Generating Station,55111,8,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606799,5,,Vermillion County,IN165,165,Electric Utility,39.9208,-87.445,"Wabash Valley Power Alliance (Owner)|Duke Energy Indiana, Inc. (Owner/Operator)|Duke Energy Indiana, Inc. (Owner/Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,2000-05-15,Operating,1272,CT8 (80),80,0,54.202570379437,100,0.865216238270094,4831,3086,2013-03-16,2023-12-27,4902,0.717718292366231,0.40224337130835,0.0072469241741657,654.605560587515,6696,429,6.40681003584229,Low,3938,,,,,,2000,24
,55112_CT01,CA,Calpine Sutter Energy Center,55112,CT01,,2013,ARP,606197,9,,Sutter County,CA101,101,Electric Utility,39.0531,-121.6939,Calpine Corporation (Owner)|Calpine Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2001-04-02,Operating,2070,"CT01 (212), ST01 (212)",424,0,229.569175906837,304,0.983646570457458,35889,8629,2013-01-10,2023-12-31,35894,0.397369655623025,0.0600345345403655,0.00401210244077903,1535.01546921491,8736,6820,78.0677655677656,Medium,4007,,,,,,2001,23
,55112_CT02,CA,Calpine Sutter Energy Center,55112,CT02,,2013,ARP,606197,9,,Sutter County,CA101,101,Electric Utility,39.0531,-121.6939,Calpine Corporation (Owner)|Calpine Corporation (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2001-04-11,Operating,2070,"CT02 (212), ST01 (212)",424,0,226.680930313136,303,0.96201827710165,23085,8394,2013-01-10,2023-12-30,23089,0.392407927187631,0.0694847845824745,0.00396203472940306,1496.78406912383,8784,4296,48.9071038251366,Low,4006,,,,,,2001,23
,55113_034201,NJ,"Sunoco, Inc. Eagle Point Facility",55113,034201,,2013,SIPNOX,"606690 (Ended Oct 28, 2013), 607251 (Started Oct 28, 2013)",2,,Gloucester County,NJ015,15,Petroleum Refinery,39.8743,-75.1595,Philadelphia Energy Solutions (Owner),,,Dry bottom wall-fired boiler,Process Gas,Other Oil,,Selective Catalytic Reduction,,,2002-09-01,Operating (Retired 07/01/2013),350,,,,,,,,,,,,,,,,,,,,,,,,,,2002,22
,55113_034401,NJ,"Sunoco, Inc. Eagle Point Facility",55113,034401,,2013,SIPNOX,"606690 (Ended Oct 28, 2013), 607251 (Started Oct 28, 2013)",2,,Gloucester County,NJ015,15,Petroleum Refinery,39.8743,-75.1595,Philadelphia Energy Solutions (Owner),,,Dry bottom wall-fired boiler,Process Gas,Other Oil,,Selective Catalytic Reduction,,,2002-09-01,Operating (Retired 07/01/2013),350,,,,,,,,,,,,,,,,,,,,,,,,,,2002,22
,55116_CT1,NC,Rockingham County Combustion Turbine,55116,CT1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606794,4,,Rockingham County,NC157,157,Electric Utility,36.3297,-79.8297,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection,,,2000-05-30,Operating,1920,CT1 (180),180,0,142.768801218362,180,0.911813039379215,13426,5768,2013-01-10,2023-12-21,13776,0.622117186543597,0.497997914295104,0.0068746367414239,1485.93309623613,8520,2092,24.5539906103286,Low,3997,,,,,,2000,24
,55116_CT2,NC,Rockingham County Combustion Turbine,55116,CT2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606794,4,,Rockingham County,NC157,157,Electric Utility,36.3297,-79.8297,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection,,,2000-06-12,Operating,1920,CT2 (180),180,0,142.557351120891,184,0.909148672809792,14152,5995,2013-05-08,2023-12-31,14538,0.619768082007883,0.490990812655054,0.00696959531978916,1477.85945172603,8568,2201,25.6886087768441,Low,3889,,,,,,2000,24
,55116_CT3,NC,Rockingham County Combustion Turbine,55116,CT3,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606794,4,,Rockingham County,NC157,157,Electric Utility,36.3297,-79.8297,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection,,,2000-06-27,Operating,1920,CT3 (180),180,0,143.611380798274,180,0.909644687162891,14416,5950,2013-01-02,2023-12-31,14817,0.619247470944262,0.490059603933064,0.00685487623729838,1487.8843901699,8592,2356,27.4208566108007,Low,4015,,,,,,2000,24
,55116_CT4,NC,Rockingham County Combustion Turbine,55116,CT4,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606794,4,,Rockingham County,NC157,157,Electric Utility,36.3297,-79.8297,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection,,,2000-07-05,Operating,1920,CT4 (180),180,0,143.329524798754,180,0.913847701895611,14984,6046,2013-05-10,2023-12-21,15398,0.625913498574177,0.495798590301506,0.00711398927824742,1501.23368806803,8664,2416,27.8855032317636,Low,3877,,,,,,2000,24
,55116_CT5,NC,Rockingham County Combustion Turbine,55116,CT5,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",606794,4,,Rockingham County,NC157,157,Electric Utility,36.3297,-79.8297,Duke Energy Corporation (Owner)|Duke Energy Corporation (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection,,,2000-07-18,Operating,1920,CT5 (180),180,0,141.806016225142,180,0.910353219900926,13561,5976,2013-01-04,2023-12-21,13917,0.626049361690063,0.497183239200168,0.00672229265052531,1486.54523196209,8664,2147,24.780701754386,Low,4003,,,,,,2000,24
,55117_RS-5,LA,R S Cogen LLC,55117,RS-5,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",600872,6,,Calcasieu Parish,LA019,19,Cogeneration,30.221,-93.2826,"PPG Industries, Inc. (Owner/Operator) (Ended Apr 02, 2013)|Entergy Corporation (Owner) (Ended Apr 02, 2013)|R S Cogen, LLC (Owner) (Started Apr 02, 2013)|PPG Industries, Inc. (Owner/Operator) (Ended Apr 02, 2013)|Eagle US 2 LLC (Operator) (Started Apr 02, 2013)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2002-05-31,Operating,2155,"RS-5 (195), RS-4 (103)",298,0,185.080445069702,248,0.998944877861619,85985,8784,2013-01-01,2023-12-31,86009,0.563799525699019,0.533028860984118,0.00569248577637307,1755.86143645432,8784,8760,99.7267759562842,High,4016,,,,,,2002,22
,55117_RS-6,LA,R S Cogen LLC,55117,RS-6,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",600872,6,,Calcasieu Parish,LA019,19,Cogeneration,30.221,-93.2826,"PPG Industries, Inc. (Owner/Operator) (Ended Apr 02, 2013)|Entergy Corporation (Owner) (Ended Apr 02, 2013)|R S Cogen, LLC (Owner) (Started Apr 02, 2013)|PPG Industries, Inc. (Owner/Operator) (Ended Apr 02, 2013)|Eagle US 2 LLC (Operator) (Started Apr 02, 2013)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2002-06-06,Operating,2155,"RS-4 (103), RS-6 (195)",298,0,184.193863352004,252,0.999039160888224,85487,8784,2013-01-01,2023-12-31,85519,0.567712511081873,0.533615275257387,0.0057319912455978,1759.5795778482,8784,8760,99.7267759562842,High,4016,,,,,,2002,22
,55120_CTG-1,TX,SRO Cogen Limited Partnership,55120,CTG-1,,2013,"ARP, CAIRNOX, CAIRSO2",606066,6,,Orange County,TX361,361,Cogeneration,30.0561,-93.7539,E I DuPont de Nemours & Company (Owner)|E I DuPont de Nemours & Company (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Process Gas,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2001-07-18,Operating,2075,"ST1A (145), GT1A (184.5)",329.5,0,217.315757437419,272,0.999221892515661,78845,8784,2013-01-01,2023-12-31,78858,0.569944134201112,0.127227810434049,0.00482749605154575,1736.87020454488,8784,8760,99.7267759562842,High,4016,,,,,,2001,23
,55120_CTG-2,TX,SRO Cogen Limited Partnership,55120,CTG-2,,2013,"ARP, CAIRNOX, CAIRSO2",606066,6,,Orange County,TX361,361,Cogeneration,30.0561,-93.7539,E I DuPont de Nemours & Company (Owner)|E I DuPont de Nemours & Company (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Process Gas,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2001-08-11,Operating,2030,"GT1B (184.5), ST1A (145)",329.5,0,216.381779649931,272,0.999338975955626,76432,8784,2013-01-01,2023-11-10,76442,0.576597715531959,0.135231817407967,0.00477931316629764,1702.53139499228,8784,8760,99.7267759562842,High,3965,,,,,,2001,23
,55123_CTG-1,TX,Magic Valley Generating Station,55123,CTG-1,,2013,"ARP, CAIRNOX, CAIRSO2",605562,6,,Hidalgo County,TX215,215,Electric Utility,26.3403,-98.19,"Calpine Construction Finance Company, L.P. (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-29,Operating,2508,"CTG1 (267), STG (267)",534,0,311.172575146117,424,0.987868772613415,57487,8760,2013-01-02,2023-12-31,57488,0.388418791617429,0.100950194561491,0.00392170868418586,2033.79437230379,8760,8349,95.3082191780822,High,4015,,,,,,2001,23
,55123_CTG-2,TX,Magic Valley Generating Station,55123,CTG-2,,2013,"ARP, CAIRNOX, CAIRSO2",605562,6,,Hidalgo County,TX215,215,Electric Utility,26.3403,-98.19,"Calpine Construction Finance Company, L.P. (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-25,Operating,2508,"STG (267), CTG2 (267)",534,0,306.893809811465,412,0.99279178456745,62905,8760,2013-01-02,2023-12-30,62906,0.395963408645698,0.113837859668937,0.00399787386595566,2044.78388406511,8760,8735,99.7146118721461,High,4014,,,,,,2001,23
,55124_P1,AZ,Griffith Energy Project,55124,P1,,2013,ARP,606362,9,,Mohave County,AZ015,15,Electric Utility,35.0517,-114.1334,"Griffith Energy, LLC (Owner)|Griffith Energy, LLC (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2001-04-16,Operating,2506,"CTG1 (176.7), STG (301.8)",478.5,0,230.554209091056,352,0.988890484565859,61952,8760,2013-02-27,2023-12-31,61973,0.418326552112886,0.0706672555468397,0.0042237139960034,1622.90193000177,8784,8321,94.7290528233151,High,3959,,,,,,2001,23
